1162456	Вазирабад	Вазирабад — город в пакистанской провинции Пенджаб, расположен в округе Гуджранвала.
1163054	Турбат	Турбат — город в провинции Белуджистан, Пакистан. Население — 83 475 чел..
1163198	Тордхер	Тордхер — город в провинции Хайбер-Пахтунхва, Пакистан, второй по численности в округе Сваби. Население — 28 773 чел..
116402	Семнан	Семна́н — город в северном Иране с населением, оцененным в 119 778 жителей (2005). Административный центр остана Семнан.
1164408	Суккур	Су́ккур — город в провинции Синд, Пакистан, центр одноимённого округа. Расположен на западном берегу реки Инд
1164709	Скарду	Скарду — город в пакистанской провинции Гилгит-Балтистан; бывшая столица Балтистана.
1164909	Сиалкот	Сиалко́т — город, расположенный на северо-востоке провинции Пенджаб в Пакистане у подножия заснеженных вершин Кашмира рядом с рекой Чинаб. Является столицей округа Сиалкот.
1165221	Шекхупура	Шекхупура — город в провинции Пенджаб (Пакистан), центр одноимённого округа. Население — 280 263 чел.. Находится примерно в 35 км к северо-западу от Лахора.
1166000	Саргодха	Сарго́дха — город в провинции Пенджаб, Пакистан, центр одноимённого округа. Население — 458 440 чел.. В городе расположено учебное заведение военно-воздушных сил Пакистана.
1166548	Сахивал	Сахи́вал — город в провинции Пенджаб, Пакистан, центр одноимённого округа. Население — 538 344 человек (2023).
116667	Саве	Саве́ — город на западе Ирана, в провинции Меркези. Административный центр шахрестана Саве.
1166993	Равалпинди	Равалпи́нди — город в Пакистане. До основания Исламабада в 1960-х Равалпинди был столицей страны.
1167460	Рахимъяр-Хан	Рахимъяр-Хан — город в провинции Пенджаб, Пакистан, центр одноимённого округа. Население — 233 537 чел..
1167528	Кветта	Кве́тта — крупнейший город и административный центр пакистанской провинции Белуджистан. Местные жители называют Кветту «Плодовым садом Пакистана».
1168197	Пешавар	Пеша́ва́р — административный центр пакистанской провинции Хайбер-Пахтунхва. Пешавар — финансовая, экономическая, политическая и культурная столица приграничного Пакистана, важнейший центр пуштунского населения страны.
1168226	Паттоки	Паттоки — город в провинции Пенджаб, Пакистан, расположен в округе Касур. Население — 113 735 человек (2023).
1169027	Мирпур	Мирпур — город в Азад Кашмире, Пакистан, центр округа Мирпур. Население — 419 000 чел..
1169372	Нанкана-Сахиб	Нанкана-Сахиб, , — город в пакистанской провинции Пенджаб, расположен в одноимённом округе.
1169692	Муридке	Муридке — город в провинции Пенджаб, Пакистан, расположен в округе Шейхупура. Население — 163 268 чел..
1169825	Мултан	Мулта́н — город в пакистанской провинции Пенджаб. Город славится бирюзовыми куполами своих многочисленных мечетей и мавзолеев.
116996	Сари	Са́ри — традиционная женская одежда на Индийском субконтиненте, представляющая собой ткань длиной от 4,5 до 9 метров, шириной до 1,2 метра, особым образом обёрнутую вокруг тела. Носится сари с блузой, известной как чоли или равика, и нижней юбкой.
1170295	Мирпур-Хас	Мирпур-Хас — город в пакистанской провинции Синд, административный центр одноимённого округа. Население — 242 887 чел..
1170395	Мингора	Мингора — город в пакистанской провинции Хайбер-Пахтунхва, крупнейший населённый пункт в долине Сват.
1170880	Мардан	Марда́н — город в пакистанской провинции Хайбер-Пахтунхва, административный центр одноимённого округа.
1170951	Мансехра	Мансехра — город в провинции Хайбер-Пахтунхва, Пакистан, центр одноимённого округа. Население — 80 653 чел..
1172451	Лахор	Лахо́р — второй по величине город Пакистана после Карачи. По оценкам на 2009 год, в городской агломерации проживало более 10 миллионов человек.
1172904	Котри	Котри — город в пакистанской провинции Синд, расположен в округе Джамшоро. Население — 82 916 чел..
117392	Секкез	Секке́з — город на западе Ирана, в провинции Курдистан. Административный центр шахрестана Секкез.
1174625	Касур	Ка́сур — город в провинции Пенджаб, Пакистан, центр одноимённого округа. Население — 321 954 чел..
1174872	Карачи	Кара́чи — портовый город на юге Пакистана, административный центр провинции Синд, крупнейший город страны и один из крупнейших городов мира.
117574	Сенендедж	Сененде́дж — город на западе Ирана, административный центр провинции Курдистан.
1176106	Джаранвала	Джаранвала — город в пакистанской провинции Пенджаб, расположен в округе Фейсалабаде.
1176515	Джейкобабад	Джейкобаба́д — город на северо-западе провинции Синд, Пакистан.
1176615	Исламабад	Исламаба́д — столица Исламской Республики Пакистан. Построен в 1960-х годах как плановый город, чтобы заменить Карачи в качестве столицы Пакистана.
1177042	Хасилпур	Хасилпур — город в пакистанской провинции Пенджаб, расположен в округе Бавахалпуре.
1177446	Гвадар	Гвада́р — город и административный центр одноимённого округа, расположенный на юго-западе пакистанской провинции Белуджистан.
1177654	Гуджарат	Гуджара́т — штат на западе Индии. Столица — город Гандинагар, крупнейший город — Ахмадабад.
11778484	Луннань	Лунна́нь — городской округ в провинции Ганьсу КНР. Название означает «к югу от гор Луншань».
1178231	Годжра	Годжра — город в провинции Пенджаб, Пакистан, расположен в округе Тоба-Тек-Сингхе. Население — 157 863 чел..
1178338	Гилгит	Гилгит — административный центр Пакистанского региона Гилгит-Балтистан. Регион находится под контролем Пакистана с 1949 года и является частью Кашмира — территории, вокруг которой существует территориальный спор между Индией, Пакистаном и Китаем.
1179400	Фейсалабад	Фейсалаба́д, Файсалаба́д — город и административный центр одноимённого округа, расположенный в пакистанской провинции Пенджаб. Третий по величине город Пакистана после Карачи и Лахора.
1179760	Дипалпур	Дипалпур — город в пакистанской провинции Пенджаб, расположен в округе Окаре.
1180289	Дера-Гази-Хан	Дера-Гази-Хан — город в пакистанской провинции Пенджаб, административный центр одноимённого округа.
118063	Себзевар	Себзева́р — город на северо-востоке Ирана, в провинции Хорасан-Резави. Административный центр шахрестана Себзевар.
1181073	Чиштиан-Манди	Чиштиан-Манди — город в пакистанской провинции Пенджаб, расположен в округе Бахавалнагар.
1181096	Чиниот	Чиниот — город в провинции Пенджаб, Пакистан, центр одноимённого округа. Население — 224 581 чел..
1183460	Банну	Банну — город в Пакистане, столица одноимённого округа. Город находится в провинции Хайбер-Пахтунхва, граничит с округом Южный Вазиристан.
1185056	Абботтабад	Абботтаба́д, также Абботаба́д — город в пакистанской провинции Хайбер-Пахтунхва, центр одноимённого округа.
1185092	Тхакургаон	Тхакургао́н (бенг. ঠাকুরগাঁও) — город и муниципалитет на северо-западе Бангладеш, административный центр одноимённого округа. Площадь города равна 10,70 км².
1185099	Силхет	Си́лхет (бенг. সিলেট) — один из крупнейших городов Бангладеш. Расположен в области Силхет на северо-востоке Бангладеш, возле государственной границы с Индией.
1185106	Джамалпур (город, Бангладеш)	Джамалпур (бенг. জামালপুর) — город и муниципалитет на севере Бангладеш, административный центр одноимённого округа и подокруга Джамалпур-Садар. Муниципалитет был основан в 1869 году.
1185115	Сираджгандж	Сираджга́ндж (бенг. সিরাজগঞ্জ) — город и муниципалитет в Бангладеш, административный центр одноимённого округа. Расположен в 110 км к северо-западу от Дакки.
1185128	Раджшахи	Раджшахи (бенг. রাজশাহী) — один из крупнейших городов Бангладеш. Площадь — 96,68 км².
1185162	Маймансингх	Майманси́нгх — город на севере Бангладеш, административный центр одноимённых области и округа.
1185188	Рангпур	Рангпу́р (бенг. রংপুর) — один из крупнейших городов Бангладеш, административный центр области Рангпур. Расположен на северо-западе страны, возле реки Гхагат.
1185209	Хабигандж	Хабига́ндж (бенг. হবিগঞ্জ) — город и муниципалитет на востоке Бангладеш, административный центр одноимённого округа. Муниципалитет был основан в 1913 году.
1185224	Фени (город)	Фени или Фенни (бенг. ফেনী) — город на востоке Бангладеш, административный центр одноимённого округа. Площадь города равна 7,43 км².
1185241	Дакка	Да́кка (бенг. ঢাকা) — столица и крупнейший город Бангладеш. Город основан в VII веке. Дакка — столица исторического государства Бенгалии (1608—1717), столица Бангладеш с 1971 года.
1185270	Бандарбан	Бандарба́н (бенг. বান্দরবান) — город на юго-востоке Бангладеш, административный центр одноимённого округа. Площадь города равна 51,80 км².
1185281	Багерхат	Багерхат (бенг. বাগেরহাট) — город и муниципалитет на юго-западе Бангладеш, административный центр одноимённого округа. Муниципалитет был основан в 1958 году.
118743	Решт	Решт — город в Иране, центр провинции (остана) Гилян. Население — немногим более 620 000 жителей.
1187530	Сонаргаон	Сонаргаон — город в центральной части Бангладеш, административный центр одноимённого подокруга. Площадь города равна 0,73 км².
118994	Рефсенджан	Рефсенджан — город в Иране, в провинции Керман. Административный центр шахрестана Рефсенджан.
119208	Кум (город)	Кум — столица провинции (остана) Кум в Иране, священный город шиитов. Население на 2012 год составляло 1 071 503 человека, город быстро развивается.
119505	Казвин	Казви́н — город на севере Ирана, административный центр и крупнейший город остана Казвин. Население — 331 тыс. человек. Важный центр текстильной промышленности — производство хлопка, шёлка, кожи.
11995100	Бачжун	Бачжу́н — городской округ в провинции Сычуань КНР.
1200109	Газипур	Газипур (бенг. গাজীপুর) — город в Бангладеш, административный центр одноимённого округа.
1205733	Читтагонг	Читтагонг (бенг. চট্টগ্রাম) — город на юго-востоке Бангладеш; административный центр одноимённого округа и области страны. Второй по населению город страны и важнейший порт Бангладеш.
121110	Пираншехр	Пираншехр — город в Иране, в провинции Западный Азербайджан. Административный центр одноимённого шахрестана.
121380	Парсабад	Парсабад — город в Иране в провинции Ардебиль на правом берегу реки Аракс, самый северный населённый пункт Ирана. Административный центр шахрестана Парсабад, граничит с республикой Азербайджан.
1213855	Сиболга	Си́болга — портовый город в Индонезии, расположенный на территории провинции Северная Суматра. Территория города выделена в самостоятельную административную единицу — муниципалитет.
1214520	Медан	Меда́н — административный центр провинции Северная Суматра, Индонезия. Самый крупный город на Суматре и четвёртый по населению в Индонезии после Джакарты, Сурабаи и Бандунга.
1215502	Банда-Ачех	Банда-Ачех — административный центр и самый крупный город в провинции Ачех в Индонезии, на северном побережье острова Суматра.
1215839	Ургут	Ургу́т — город в Самаркандской области Узбекистана, приблизительно в 50 км к юго-востоку от Самарканда, райцентр Ургутского района. Граничит с Кашкадарьинской областью.
1215957	Термез	Терме́з — самый южный город Узбекистана, административный центр и крупнейший город Сурхандарьинской области.
1216187	Шахрисабз	Шахриса́бз — город в Кашкадарьинской области Узбекистана. Один из древнейших городов Средней Азии, до XVI века назывался Кеш.
1216265	Самарканд	Самарка́нд — третий по численности населения город Узбекистана, административный центр Самаркандской области. Город расположен на высоте около 720 метров над уровнем моря.
1216311	Карши	Карши́ — город на юге Узбекистана, административный центр Кашкадарьинской области Узбекистана.
1216982	Каттакурган	Каттакурга́н — город в Самаркандской области (вилояте) Узбекистана.
1217474	Денау	Денау — город в Сурхандарьинской области Узбекистана, административный центр Денауского района.
1217662	Бухара	Бухара́ — один из древнейших городов мира, административный центр Бухарской области Узбекистана; город имеет большую архитектурную и историко-культурную ценность, так как сохранил уникальные памятники зодчества многих исторических эпох начиная с IX века. В Средневековье город был средоточием культуры, науки и мусульман…
121801	Урмия (город)	У́рмия — город в Иране, административный центр остана Западный Азербайджан, расположенный на западном берегу озера Урмия.
1218667	Мары	Мары́ — город на юге Туркменистана, названный в честь древнего города Мерв, центр Марыйского велаята.
1219649	Туркменабад	Туркменаба́д, также Туркменаба́т — второй по численности город в Туркменистане, является административным центром Лебапского велаята.
1219762	Байрамали	Байрамали — город в Марыйском велаяте Туркменистана. Расположен в Мургабском оазисе, в 375 км к востоку от Ашхабада.
1220253	Истаравшан	Истаравша́н — второй по величине город в Согдийской области Таджикистана. Является административным центром Истаравшанского района.
1220747	Бохтар	Бохта́р (до 2018 года — Курган-Тюбе) — город в юго-западном Таджикистане, административный центр Хатлонской области. Расположен в 100 км к югу от Душанбе, в центре богатого оазиса в долине реки Вахш.
1221194	Куляб	Куля́б — город в Хатлонской области Таджикистана. Расположен в долине реки Яхсу, у подножия хребта Хазратишох, в 175 км к юго-востоку от города Душанбе.
1221874	Душанбе	Душанбе́ — столица Таджикистана, город республиканского значения, самый крупный научно-культурный, политический, экономический, промышленный и административный центр страны. В Душанбе расположены высшие органы государственной власти страны.
122285	Нишапур	Нишапу́р — город в Иране, второй по величине город северо-восточной иранской провинции Хорасан-Резави. Население — 276 089 человек (2011).
